gameId,team,season,name,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
2019020783,NSH,2019,NSH,NSH,N.J,AWAY,2020-01-30,Team Level,all,0.4906,0.4643,0.4643,3900.0,30.375999999999998,3.4810000000000003,2.005,6.039,0.893,13.914000000000001,12.667,3.477,3.623,3.62,30.0,9.0,13.0,52.0,5.0,0.0,0.0,4.0,0.0,10.0,20.0,25.0,34.0,3.0,6.0,33.0,17.0,8.0,2.0,21.0,16.0,2.0,0.565,2.151,0.765,2.0,1.0,2.0,53.907,39.0,40.263000000000005,0.0,0.474,0.0,0.0,3.955,4.1160000000000005,4.111000000000001,32.671,3.615,2.128,7.376,1.113,17.445,13.323,3.4589999999999996,3.4989999999999997,3.345,32.0,13.0,15.0,60.0,5.0,2.0,2.0,7.0,2.0,12.0,17.0,27.0,40.0,3.0,6.0,28.0,27.0,10.0,10.0,29.0,14.0,2.0,0.9840000000000001,1.804,0.8270000000000001,2.0,1.0,2.0,58.018,45.0,43.468,7.0,0.465,0.8270000000000001,0.8270000000000001,3.253,3.12,3.0789999999999997,0
2019020800,NSH,2019,NSH,NSH,VGK,HOME,2020-02-01,Team Level,all,0.263,0.3529,0.3372,3600.0,20.59,1.192,1.264,4.579,0.635,11.849,9.481,1.167,1.146,1.121,19.0,10.0,13.0,42.0,0.0,0.0,0.0,3.0,0.0,11.0,15.0,19.0,29.0,4.0,8.0,26.0,17.0,6.0,14.0,27.0,2.0,0.0,1.002,0.19,0.0,0.0,0.0,0.0,39.9,29.0,27.656,6.0,0.276,0.0,0.0,1.4680000000000002,1.411,1.381,40.179,3.34,2.925,8.499,1.256,23.820999999999998,17.159000000000002,3.275,3.495,3.428,39.0,18.0,20.0,77.0,3.0,1.0,0.0,4.0,3.0,28.0,18.0,36.0,54.0,4.0,8.0,28.0,11.0,8.0,8.0,48.0,6.0,3.0,1.0590000000000002,0.804,1.476,1.0,1.0,1.0,81.005,57.0,59.967,5.0,0.682,0.361,0.361,3.661,3.846,3.8110000000000004,0
2019020822,NSH,2019,NSH,NSH,WPG,AWAY,2020-02-04,Team Level,all,0.3071,0.4959,0.5052,3671.0,33.817,1.74,2.378,8.34,1.123,19.989,15.43,1.695,1.791,1.745,36.0,13.0,11.0,60.0,2.0,4.0,0.0,9.0,0.0,19.0,15.0,34.0,47.0,4.0,6.0,29.0,16.0,2.0,8.0,44.0,5.0,0.0,1.087,0.653,0.0,2.0,0.0,0.0,60.592,49.0,49.166000000000004,7.0,0.501,0.10099999999999999,0.10099999999999999,2.14,2.199,2.146,35.446999999999996,3.925,2.522,8.647,1.249,18.893,12.764000000000001,3.8310000000000004,3.826,3.734,34.0,14.0,13.0,61.0,1.0,5.0,0.0,13.0,2.0,11.0,16.0,33.0,47.0,1.0,2.0,32.0,25.0,8.0,19.0,30.0,15.0,3.0,1.16,1.949,0.816,0.0,1.0,0.0,60.004,48.0,47.406000000000006,17.0,0.561,1.207,1.207,3.279,3.1889999999999996,3.1430000000000002,0
2019020836,NSH,2019,NSH,NSH,CGY,AWAY,2020-02-06,Team Level,all,0.5509,0.4559,0.4842,3600.0,33.1,2.97,1.974,8.91,1.114,18.028,13.004000000000001,2.713,3.1310000000000002,2.862,35.0,11.0,16.0,62.0,3.0,5.0,2.0,13.0,0.0,9.0,16.0,32.0,43.0,2.0,4.0,30.0,17.0,4.0,9.0,40.0,2.0,4.0,1.022,0.249,1.7,1.0,0.0,2.0,66.80199999999999,46.0,49.385,7.0,0.419,1.307,1.307,2.082,2.2359999999999998,2.165,34.022,2.421,2.282,7.83,1.069,20.32,15.078,2.342,2.285,2.2119999999999997,39.0,10.0,25.0,74.0,2.0,2.0,0.0,10.0,2.0,18.0,15.0,37.0,47.0,1.0,2.0,26.0,21.0,10.0,12.0,41.0,7.0,1.0,1.295,0.797,0.32899999999999996,1.0,1.0,0.0,69.60600000000001,49.0,46.38399999999999,7.0,0.489,0.447,0.447,2.464,2.338,2.305,0
2019020851,NSH,2019,NSH,NSH,EDM,AWAY,2020-02-08,Team Level,all,0.5061,0.5238,0.4889,3600.0,31.939,3.1519999999999997,2.072,7.803,1.06,17.69,12.222999999999999,2.553,3.326,2.696,29.0,15.0,22.0,66.0,2.0,4.0,0.0,4.0,0.0,20.0,14.0,27.0,42.0,5.0,10.0,21.0,16.0,7.0,12.0,34.0,6.0,4.0,0.804,0.92,1.4280000000000002,0.0,1.0,1.0,68.569,44.0,45.839,8.0,0.46299999999999997,1.031,1.031,2.5839999999999996,2.7239999999999998,2.5980000000000003,34.095,3.076,2.287,8.332,1.2329999999999999,18.26,12.812999999999999,2.926,2.9330000000000003,2.787,36.0,10.0,14.0,60.0,3.0,2.0,0.0,13.0,0.0,12.0,16.0,33.0,43.0,4.0,8.0,36.0,26.0,12.0,20.0,34.0,9.0,3.0,1.143,1.026,0.9079999999999999,0.0,2.0,1.0,56.849,46.0,43.556999999999995,14.0,0.496,0.099,0.099,3.4730000000000003,3.3139999999999996,3.1630000000000003,0
2019020864,NSH,2019,NSH,NSH,VAN,AWAY,2020-02-10,Team Level,all,0.5703,0.563,0.5806,3600.0,38.083,3.0210000000000004,2.6830000000000003,8.174,1.196,22.709,16.215999999999998,2.964,3.0,2.943,38.0,16.0,13.0,67.0,2.0,1.0,1.0,14.0,1.0,18.0,18.0,36.0,52.0,4.0,11.0,29.0,16.0,0.0,5.0,45.0,7.0,2.0,1.16,0.875,0.987,0.0,0.0,2.0,63.478,54.0,52.476000000000006,4.0,0.575,0.20800000000000002,0.20800000000000002,3.388,3.364,3.305,27.198,2.276,2.002,5.975,0.9359999999999999,16.588,11.222999999999999,2.217,2.294,2.234,32.0,7.0,13.0,52.0,6.0,0.0,0.0,8.0,1.0,11.0,13.0,26.0,33.0,7.0,17.0,37.0,21.0,6.0,7.0,30.0,8.0,1.0,0.988,0.992,0.29600000000000004,4.0,1.0,1.0,54.5,39.0,39.931999999999995,4.0,0.431,0.0,0.0,2.707,2.727,2.658,0
2019020886,NSH,2019,NSH,NSH,NYI,HOME,2020-02-13,Team Level,all,0.5574,0.5354,0.5402,3600.0,30.203000000000003,2.225,2.161,7.505,1.187,19.645,14.277000000000001,2.202,2.2840000000000003,2.26,26.0,21.0,21.0,68.0,5.0,0.0,0.0,8.0,5.0,11.0,18.0,21.0,42.0,3.0,9.0,29.0,7.0,11.0,8.0,41.0,6.0,0.0,1.4809999999999999,0.7440000000000001,0.0,4.0,1.0,0.0,75.572,47.0,49.188,6.0,0.441,0.0,0.0,2.6660000000000004,2.737,2.708,28.072,1.767,1.983,6.359,0.8640000000000001,16.521,12.507,1.736,1.7269999999999999,1.6969999999999998,31.0,9.0,19.0,59.0,0.0,3.0,0.0,6.0,0.0,10.0,21.0,31.0,40.0,1.0,5.0,20.0,17.0,5.0,8.0,32.0,8.0,0.0,0.78,0.987,0.0,0.0,0.0,0.0,54.511,40.0,38.353,3.0,0.40700000000000003,0.284,0.284,1.889,1.848,1.8330000000000002,0
2019020896,NSH,2019,NSH,NSH,STL,AWAY,2020-02-15,Team Level,all,0.5539,0.4796,0.4737,3600.0,24.163,2.384,1.7009999999999998,5.582000000000001,0.804,14.804,9.791,2.36,2.459,2.435,27.0,9.0,11.0,47.0,4.0,1.0,1.0,4.0,0.0,13.0,14.0,23.0,32.0,7.0,20.0,31.0,13.0,7.0,2.0,32.0,2.0,2.0,0.903,0.233,1.248,3.0,0.0,1.0,49.24100000000001,36.0,37.829,2.0,0.385,0.831,0.831,1.8730000000000002,1.962,1.9509999999999998,27.451999999999998,1.92,2.168,6.232,0.907,17.705,11.068,1.875,1.854,1.808,27.0,13.0,11.0,51.0,3.0,1.0,0.0,7.0,0.0,18.0,11.0,24.0,37.0,7.0,20.0,35.0,36.0,6.0,6.0,35.0,5.0,0.0,1.2919999999999998,0.629,0.0,1.0,2.0,0.0,48.926,40.0,38.373000000000005,2.0,0.486,0.071,0.071,2.336,2.255,2.199,0
2019020912,NSH,2019,NSH,NSH,STL,HOME,2020-02-16,Team Level,all,0.4411,0.3894,0.3977,3600.0,24.959,1.8130000000000002,1.696,6.016,0.8270000000000001,14.467,10.181000000000001,1.7169999999999999,1.756,1.6640000000000001,24.0,11.0,9.0,44.0,2.0,3.0,1.0,3.0,0.0,7.0,20.0,22.0,33.0,3.0,6.0,31.0,20.0,9.0,18.0,30.0,4.0,1.0,0.9209999999999999,0.55,0.342,1.0,1.0,0.0,43.192,35.0,34.549,12.0,0.354,0.564,0.564,1.6019999999999999,1.554,1.5190000000000001,36.989000000000004,2.2969999999999997,2.443,8.333,1.173,22.326,16.428,2.218,2.39,2.307,39.0,14.0,16.0,69.0,1.0,2.0,0.0,9.0,2.0,13.0,26.0,38.0,52.0,2.0,4.0,15.0,14.0,4.0,7.0,48.0,4.0,1.0,1.4609999999999999,0.5870000000000001,0.249,1.0,0.0,0.0,70.774,53.0,54.24,4.0,0.519,0.419,0.419,2.397,2.49,2.451,0
2019020925,NSH,2019,NSH,NSH,CAR,HOME,2020-02-18,Team Level,all,0.2556,0.4274,0.4186,3600.0,26.340999999999998,1.6380000000000001,1.665,5.68,0.7759999999999999,14.890999999999998,11.350999999999999,1.619,1.546,1.527,29.0,7.0,14.0,50.0,1.0,0.0,0.0,5.0,0.0,14.0,16.0,28.0,35.0,2.0,6.0,30.0,12.0,5.0,11.0,28.0,7.0,1.0,0.701,0.732,0.20600000000000002,0.0,0.0,1.0,46.583999999999996,36.0,33.586999999999996,7.0,0.35700000000000004,0.0,0.0,1.996,1.8840000000000001,1.858,35.569,4.77,2.418,8.725,1.285,18.317,14.485,4.248,5.172000000000001,4.593999999999999,30.0,20.0,17.0,67.0,4.0,8.0,3.0,4.0,1.0,11.0,22.0,26.0,46.0,3.0,6.0,22.0,9.0,6.0,9.0,38.0,4.0,8.0,1.186,0.509,3.075,0.0,1.0,3.0,75.52199999999999,50.0,55.481,6.0,0.516,2.574,2.574,2.7119999999999997,2.9139999999999997,2.8489999999999998,0
2019020943,NSH,2019,NSH,NSH,CHI,AWAY,2020-02-21,Team Level,all,0.4493,0.4779,0.4953,3842.0,39.624,4.183,3.283,8.603,1.379,20.873,14.677999999999999,3.8569999999999998,4.4239999999999995,4.074,43.0,10.0,12.0,65.0,1.0,5.0,0.0,10.0,0.0,20.0,17.0,42.0,52.0,5.0,8.0,27.0,32.0,5.0,8.0,36.0,11.0,6.0,0.978,1.3419999999999999,1.864,0.0,1.0,0.0,67.23899999999999,53.0,54.778999999999996,8.0,0.778,1.5530000000000002,1.5530000000000002,3.408,3.5589999999999997,3.486,40.084,5.127000000000001,3.388,8.637,1.405,21.295,14.149000000000001,4.814,5.001,4.691,38.0,16.0,17.0,71.0,2.0,3.0,0.0,7.0,1.0,22.0,19.0,36.0,52.0,5.0,10.0,24.0,29.0,11.0,11.0,30.0,18.0,6.0,1.101,2.23,1.796,0.0,1.0,1.0,69.15,54.0,52.692,10.0,0.7829999999999999,0.711,0.773,5.136,5.008,4.743,0
2019020954,NSH,2019,NSH,NSH,CBJ,HOME,2020-02-22,Team Level,all,0.4946,0.5106,0.5,3900.0,35.989000000000004,2.572,2.281,8.238999999999999,1.2009999999999998,21.677,16.03,2.474,2.516,2.418,36.0,16.0,20.0,72.0,3.0,2.0,1.0,6.0,3.0,17.0,21.0,33.0,49.0,2.0,4.0,34.0,4.0,4.0,12.0,45.0,4.0,3.0,1.351,0.434,0.787,1.0,0.0,2.0,72.09,52.0,52.25,7.0,0.48100000000000004,0.5579999999999999,0.5579999999999999,2.495,2.443,2.417,37.65,2.628,2.542,8.845,1.327,20.704,15.954,2.423,2.66,2.454,43.0,9.0,17.0,69.0,3.0,4.0,1.0,12.0,2.0,17.0,14.0,40.0,49.0,1.0,2.0,25.0,23.0,6.0,7.0,46.0,3.0,3.0,1.2830000000000001,0.44299999999999995,0.902,1.0,0.0,2.0,68.87,52.0,51.778999999999996,5.0,0.562,0.665,0.665,2.525,2.5660000000000003,2.53,0
2019020977,NSH,2019,NSH,NSH,OTT,HOME,2020-02-25,Team Level,all,0.5302,0.4959,0.4615,3600.0,30.489,3.498,2.234,6.836,1.011,16.187,12.234000000000002,3.33,3.445,3.28,33.0,9.0,19.0,61.0,3.0,3.0,2.0,7.0,2.0,12.0,15.0,30.0,39.0,2.0,4.0,40.0,6.0,5.0,17.0,33.0,5.0,4.0,1.173,0.6679999999999999,1.6569999999999998,0.0,1.0,2.0,60.57899999999999,42.0,41.926,12.0,0.498,1.005,1.005,2.99,2.9410000000000003,2.853,36.13,3.1,2.311,8.589,1.165,19.363,14.472000000000001,2.9739999999999998,3.202,3.074,35.0,14.0,13.0,62.0,2.0,3.0,1.0,9.0,1.0,12.0,22.0,33.0,47.0,3.0,6.0,16.0,17.0,7.0,12.0,40.0,4.0,5.0,1.074,0.486,1.54,0.0,1.0,1.0,63.184,49.0,49.715,7.0,0.515,0.86,0.86,2.755,2.847,2.8,0
2019020991,NSH,2019,NSH,NSH,CGY,HOME,2020-02-27,Team Level,all,0.4185,0.5271,0.5189,3680.0,37.52,2.594,2.6039999999999996,8.833,1.298,22.802,16.869,2.505,2.479,2.394,38.0,17.0,13.0,68.0,4.0,3.0,1.0,9.0,1.0,16.0,22.0,34.0,51.0,1.0,2.0,26.0,9.0,4.0,13.0,47.0,6.0,2.0,1.374,0.674,0.545,1.0,2.0,1.0,64.757,55.0,52.385,6.0,0.561,0.684,0.684,2.47,2.351,2.32,35.978,3.605,2.415,7.681,1.318,19.866,16.115,3.388,3.908,3.6719999999999997,39.0,12.0,10.0,61.0,3.0,5.0,0.0,9.0,0.0,16.0,18.0,36.0,48.0,3.0,6.0,24.0,13.0,8.0,5.0,36.0,11.0,4.0,1.06,1.35,1.195,2.0,1.0,0.0,65.277,51.0,54.556000000000004,4.0,0.502,1.136,1.136,2.971,3.214,3.0789999999999997,0
2019021007,NSH,2019,NSH,NSH,COL,HOME,2020-02-29,Team Level,all,0.7818,0.5478,0.5870000000000001,3600.0,37.489000000000004,3.3169999999999997,2.6689999999999996,8.059,1.324,22.46,16.171,3.234,3.162,3.0810000000000004,32.0,22.0,9.0,63.0,2.0,2.0,0.0,7.0,1.0,20.0,22.0,30.0,52.0,4.0,8.0,22.0,10.0,12.0,9.0,43.0,6.0,5.0,1.432,0.5429999999999999,1.341,1.0,0.0,1.0,60.008,54.0,51.568000000000005,6.0,0.5920000000000001,0.6559999999999999,0.6559999999999999,3.253,3.103,3.0660000000000003,25.753,0.9259999999999999,2.012,5.7989999999999995,0.8440000000000001,16.889,11.53,0.917,0.982,0.972,31.0,7.0,14.0,52.0,3.0,1.0,0.0,6.0,1.0,16.0,11.0,28.0,35.0,3.0,6.0,27.0,10.0,10.0,11.0,38.0,0.0,0.0,0.9259999999999999,0.0,0.0,3.0,0.0,0.0,54.091,38.0,39.564,7.0,0.456,0.031,0.031,1.35,1.42,1.4040000000000001,0
2019021018,NSH,2019,NSH,NSH,EDM,HOME,2020-03-02,Team Level,all,0.474,0.5299,0.5114,3600.0,31.636999999999997,2.737,2.231,6.936,1.105,18.331,13.659,2.484,2.562,2.323,30.0,15.0,17.0,62.0,3.0,5.0,1.0,3.0,0.0,12.0,22.0,27.0,42.0,1.0,2.0,25.0,10.0,4.0,10.0,36.0,6.0,3.0,1.0490000000000002,0.772,0.9159999999999999,1.0,1.0,1.0,57.047,45.0,41.882,6.0,0.47100000000000003,1.189,1.189,2.019,1.896,1.8430000000000002,31.247,3.037,1.959,6.587999999999999,1.037,15.85,14.527999999999999,3.009,3.2680000000000002,3.237,35.0,8.0,12.0,55.0,8.0,3.0,1.0,8.0,0.0,9.0,15.0,27.0,35.0,2.0,4.0,21.0,17.0,8.0,7.0,31.0,10.0,2.0,0.9209999999999999,1.3030000000000002,0.8140000000000001,3.0,4.0,1.0,60.159,43.0,46.593999999999994,7.0,0.42200000000000004,0.382,0.382,3.0780000000000003,3.3080000000000003,3.298,0
2019021023,NSH,2019,NSH,NSH,MIN,AWAY,2020-03-03,Team Level,all,0.3846,0.4928,0.5204,3600.0,36.58,2.636,2.8369999999999997,9.31,1.546,21.506999999999998,13.164000000000001,2.597,2.633,2.594,38.0,13.0,17.0,68.0,1.0,6.0,1.0,11.0,1.0,16.0,16.0,37.0,50.0,6.0,12.0,38.0,19.0,2.0,5.0,46.0,4.0,1.0,1.2570000000000001,0.46299999999999997,0.917,0.0,0.0,1.0,65.67399999999999,51.0,49.949,3.0,0.735,1.235,1.235,2.136,2.133,2.102,34.053000000000004,4.218,2.8160000000000003,7.058,1.065,19.297,12.546,4.105,4.2330000000000005,4.12,33.0,14.0,23.0,70.0,3.0,1.0,1.0,8.0,1.0,16.0,18.0,30.0,44.0,5.0,10.0,24.0,23.0,5.0,4.0,25.0,18.0,4.0,0.937,2.1390000000000002,1.141,0.0,2.0,1.0,72.116,47.0,48.168,4.0,0.635,0.245,0.245,4.609,4.626,4.533,0
2019021039,NSH,2019,NSH,NSH,DAL,HOME,2020-03-05,Team Level,all,0.5004,0.45299999999999996,0.5,3600.0,31.267,2.852,2.044,7.4670000000000005,1.12,18.496,14.022,2.842,2.843,2.833,32.0,14.0,7.0,53.0,2.0,0.0,0.0,10.0,3.0,13.0,18.0,30.0,44.0,3.0,6.0,29.0,20.0,13.0,6.0,37.0,6.0,3.0,0.909,0.6509999999999999,1.291,1.0,1.0,0.0,54.64,46.0,46.995,5.0,0.436,0.0,0.0,3.287,3.2769999999999997,3.264,32.566,2.847,2.331,7.454,1.22,18.076,14.073,2.696,2.87,2.716,33.0,13.0,18.0,64.0,0.0,3.0,0.0,8.0,1.0,11.0,23.0,33.0,46.0,3.0,6.0,27.0,18.0,4.0,4.0,37.0,5.0,4.0,0.955,0.616,1.275,0.0,0.0,0.0,62.897,46.0,45.288999999999994,2.0,0.509,0.946,0.946,2.41,2.421,2.395,0
2019021051,NSH,2019,NSH,NSH,DAL,AWAY,2020-03-07,Team Level,all,0.5820000000000001,0.4245,0.4536,3600.0,29.614,3.634,1.9369999999999998,6.8660000000000005,1.025,17.222,13.315,3.5860000000000003,3.75,3.699,23.0,21.0,15.0,59.0,1.0,2.0,1.0,8.0,0.0,15.0,18.0,22.0,43.0,4.0,8.0,29.0,10.0,6.0,10.0,32.0,7.0,5.0,0.945,0.691,1.9980000000000002,0.0,0.0,1.0,61.37,44.0,45.775,6.0,0.42700000000000005,0.578,0.578,3.483,3.605,3.5610000000000004,36.941,2.61,2.583,8.613,1.194,22.48,15.52,2.5469999999999997,2.452,2.394,37.0,16.0,27.0,80.0,0.0,2.0,0.0,15.0,1.0,21.0,14.0,37.0,53.0,4.0,8.0,34.0,33.0,4.0,13.0,45.0,7.0,1.0,1.53,0.696,0.384,0.0,0.0,0.0,75.5,53.0,50.152,7.0,0.561,0.502,0.502,2.6689999999999996,2.522,2.489,0
2019021071,NSH,2019,NSH,NSH,MTL,AWAY,2020-03-10,Team Level,all,0.3859,0.4154,0.4842,3600.0,31.892,2.1180000000000003,2.285,7.872000000000001,1.018,19.371,13.335,2.0709999999999997,2.276,2.226,36.0,10.0,8.0,54.0,4.0,1.0,0.0,3.0,1.0,20.0,17.0,32.0,42.0,2.0,4.0,34.0,17.0,6.0,16.0,39.0,5.0,2.0,1.026,0.523,0.569,3.0,0.0,1.0,59.583999999999996,46.0,49.902,16.0,0.502,0.22899999999999998,0.22899999999999998,2.39,2.571,2.546,35.146,3.37,2.679,7.902,1.0390000000000001,19.838,14.172,3.222,3.1630000000000003,3.022,34.0,15.0,27.0,76.0,2.0,0.0,0.0,7.0,0.0,17.0,23.0,32.0,47.0,4.0,8.0,21.0,36.0,10.0,14.0,35.0,10.0,4.0,1.2429999999999999,1.226,0.9009999999999999,0.0,1.0,1.0,70.62,49.0,46.306999999999995,13.0,0.603,0.0,0.0,3.9730000000000003,3.737,3.565,0
2019020011,CGY,2019,CGY,CGY,COL,AWAY,2019-10-03,Team Level,all,0.4381,0.4918,0.4945,3600.0,31.976,3.14,2.103,7.236000000000001,1.124,18.264,13.133,3.0869999999999997,3.176,3.123,30.0,15.0,15.0,60.0,3.0,4.0,1.0,10.0,3.0,11.0,14.0,27.0,42.0,8.0,19.0,38.0,20.0,5.0,9.0,35.0,6.0,4.0,0.7340000000000001,0.6990000000000001,1.706,0.0,1.0,2.0,59.583999999999996,45.0,44.571000000000005,5.0,0.469,1.4040000000000001,1.4040000000000001,2.205,2.235,2.222,32.121,4.027,2.4819999999999998,6.632000000000001,1.048,19.209,12.602,3.952,3.992,3.917,32.0,14.0,16.0,62.0,5.0,1.0,0.0,10.0,1.0,16.0,13.0,27.0,41.0,6.0,15.0,32.0,15.0,8.0,5.0,29.0,13.0,4.0,0.982,1.3430000000000002,1.702,3.0,1.0,1.0,62.088,46.0,46.174,0.0,0.5529999999999999,0.179,0.179,4.401,4.3580000000000005,4.285,0
2019020028,CGY,2019,CGY,CGY,VAN,HOME,2019-10-05,Team Level,all,0.5581,0.4202,0.4681,3600.0,30.497,3.452,1.9140000000000001,7.035,1.016,17.54,13.043,3.3930000000000002,3.447,3.388,30.0,14.0,6.0,50.0,3.0,3.0,0.0,5.0,2.0,11.0,20.0,27.0,41.0,7.0,14.0,30.0,13.0,6.0,19.0,31.0,11.0,2.0,0.977,1.204,1.271,0.0,2.0,1.0,51.246,44.0,44.842,15.0,0.426,0.6659999999999999,0.6659999999999999,3.2119999999999997,3.2039999999999997,3.178,34.881,2.733,2.248,8.238,1.121,20.965999999999998,14.695,2.707,2.734,2.708,34.0,16.0,19.0,69.0,0.0,0.0,0.0,9.0,1.0,18.0,22.0,34.0,50.0,3.0,6.0,34.0,7.0,5.0,14.0,42.0,6.0,2.0,0.94,0.7959999999999999,0.996,0.0,0.0,0.0,67.5,50.0,49.263000000000005,6.0,0.561,0.0,0.0,3.2939999999999996,3.295,3.2569999999999997,0
2019020042,CGY,2019,CGY,CGY,L.A,HOME,2019-10-08,Team Level,all,0.4339,0.4876,0.4457,3650.0,29.017,2.7460000000000004,1.983,7.155,1.236,16.435,11.445,2.7230000000000003,2.568,2.5469999999999997,29.0,12.0,18.0,59.0,3.0,3.0,2.0,5.0,1.0,10.0,19.0,26.0,38.0,3.0,9.0,29.0,28.0,4.0,11.0,32.0,5.0,4.0,0.977,0.579,1.19,1.0,1.0,1.0,54.1,41.0,37.906,6.0,0.424,0.765,0.765,2.406,2.224,2.219,38.048,3.583,2.318,9.277000000000001,1.185,19.941,14.696,3.4610000000000003,3.92,3.785,40.0,11.0,11.0,62.0,4.0,3.0,1.0,11.0,0.0,18.0,15.0,36.0,47.0,3.0,9.0,32.0,21.0,7.0,5.0,40.0,7.0,4.0,0.955,0.9390000000000001,1.689,2.0,0.0,2.0,68.251,51.0,55.549,4.0,0.509,1.218,1.218,2.8739999999999997,3.0860000000000003,3.014,0
2019020055,CGY,2019,CGY,CGY,DAL,AWAY,2019-10-10,Team Level,all,0.4339,0.3937,0.38299999999999995,3900.0,26.383000000000003,2.416,1.6580000000000001,6.395,0.826,13.370999999999999,11.333,2.369,2.488,2.44,29.0,7.0,14.0,50.0,2.0,2.0,0.0,4.0,0.0,13.0,15.0,27.0,34.0,6.0,10.0,21.0,20.0,9.0,12.0,26.0,7.0,3.0,0.585,0.9520000000000001,0.879,0.0,1.0,1.0,51.045,36.0,36.751999999999995,7.0,0.368,0.349,0.349,2.436,2.502,2.448,40.654,3.1519999999999997,2.6239999999999997,9.916,1.6030000000000002,24.134,16.570999999999998,3.062,3.071,2.983,36.0,22.0,19.0,77.0,2.0,2.0,0.0,7.0,6.0,18.0,23.0,34.0,56.0,3.0,6.0,37.0,20.0,6.0,23.0,45.0,9.0,4.0,1.182,0.9309999999999999,1.04,0.0,2.0,0.0,75.738,58.0,57.129,16.0,0.5710000000000001,0.515,0.515,3.208,3.127,3.062,0
2019020074,CGY,2019,CGY,CGY,VGK,AWAY,2019-10-12,Team Level,all,0.3341,0.5678,0.5455,3600.0,35.074,1.645,2.501,8.792,1.286,20.132,13.642999999999999,1.6340000000000001,1.662,1.651,35.0,13.0,19.0,67.0,2.0,3.0,0.0,6.0,1.0,23.0,13.0,33.0,46.0,3.0,6.0,35.0,25.0,13.0,12.0,43.0,3.0,2.0,0.7979999999999999,0.386,0.461,2.0,0.0,0.0,65.976,48.0,47.833999999999996,10.0,0.5589999999999999,0.21899999999999997,0.21899999999999997,1.986,1.9869999999999999,1.974,29.3,3.278,2.099,6.675,0.946,15.977,11.025,3.154,3.262,3.139,30.0,10.0,11.0,51.0,6.0,5.0,2.0,4.0,0.0,12.0,13.0,24.0,34.0,4.0,8.0,22.0,24.0,14.0,10.0,26.0,11.0,3.0,0.902,1.2790000000000001,1.097,2.0,2.0,2.0,53.247,40.0,40.961000000000006,4.0,0.455,1.3230000000000002,1.3230000000000002,2.411,2.4130000000000003,2.3209999999999997,0
